data,ano,mes,receita_vendas,receita_servicos,despesa_salarios,despesa_aluguel,despesa_marketing,despesa_operacional,investimento_equipamentos,resultado_liquido
2016-08-31,2016,8,150587.12,45176.14,64292.07,16073.02,10715.34,20510.34,0.0,84172.49
2016-09-30,2016,9,135226.96,40568.09,60144.05,15036.01,10024.01,15036.01,0.0,75554.96
2016-10-31,2016,10,146027.1,43808.13,66420.71,16605.18,11070.12,16605.18,0.0,79134.05
2016-11-30,2016,11,155701.73,46710.52,71045.9,17761.47,11840.98,17761.47,0.0,84002.42
2016-12-31,2016,12,165139.44,49541.83,73652.86,18413.21,12275.48,18413.21,27418.94,64507.57
2017-01-31,2017,1,123052.7,36915.81,53424.41,13356.1,8904.07,14943.27,0.0,69340.66
2017-02-28,2017,2,107864.37,32359.31,50840.03,12710.01,8473.34,15893.69,0.0,52306.62
2017-03-31,2017,3,148898.27,44669.48,64883.61,16220.9,10813.93,16220.9,0.0,85428.41
2017-04-30,2017,4,142456.89,42737.07,59923.34,14980.83,9987.22,19799.03,0.0,80503.54
2017-05-31,2017,5,147490.44,44247.13,67077.27,16769.32,11179.54,16769.32,0.0,79942.13
2017-06-30,2017,6,153361.81,46008.54,64614.04,16153.51,10769.01,19624.16,0.0,88209.63
2017-07-31,2017,7,151723.15,45516.94,71953.65,17988.41,11992.27,17988.41,0.0,77317.35
2017-08-31,2017,8,135814.36,40744.31,64381.62,16095.41,10730.27,16095.41,0.0,69255.97
2017-09-30,2017,9,142016.49,42604.95,67094.02,16773.51,11182.34,16773.51,0.0,72798.07
2017-10-31,2017,10,143613.85,43084.16,63132.21,15783.05,10522.04,15783.05,0.0,81477.65
2017-11-30,2017,11,184354.98,55306.49,81824.17,20456.04,13637.36,20456.04,0.0,103287.86
2017-12-31,2017,12,161526.76,48458.03,76894.0,19223.5,12815.67,19223.5,0.0,81828.12
2018-01-31,2018,1,124581.05,37374.32,53468.0,13367.0,8911.33,13367.0,36432.83,36409.2
2018-02-28,2018,2,109546.26,32863.88,52534.71,13133.68,8755.79,13133.68,0.0,54852.28
2018-03-31,2018,3,137463.25,41238.97,64365.29,16091.32,10727.55,16316.33,0.0,71201.73
2018-04-30,2018,4,137763.53,41329.06,59749.16,14937.29,9958.19,14937.29,13631.86,65878.8
2018-05-31,2018,5,146393.87,43918.16,68208.46,17052.12,11368.08,17681.11,0.0,76002.26
2018-06-30,2018,6,160847.32,48254.19,73966.88,18491.72,12327.81,18491.72,0.0,85823.37
2018-07-31,2018,7,151563.48,45469.04,64143.65,16035.91,10690.61,19216.05,0.0,86946.29
2018-08-31,2018,8,149556.55,44866.96,65429.8,16357.45,10904.97,16357.45,0.0,85373.85
2018-09-30,2018,9,144004.03,43201.21,63458.16,15864.54,10576.36,15864.54,0.0,81441.63
2018-10-31,2018,10,154637.71,46391.31,67986.32,16996.58,11331.05,16996.58,0.0,87718.49
2018-11-30,2018,11,174813.03,52443.91,83482.94,20870.74,13913.82,20870.74,0.0,88118.7
2018-12-31,2018,12,172185.54,51655.66,73546.66,18386.66,12257.78,20810.88,30323.06,68516.17
2019-01-31,2019,1,115925.52,34777.65,53003.93,13250.98,8833.99,13250.98,0.0,62363.28
2019-02-28,2019,2,122351.32,36705.4,53256.98,13314.25,8876.16,13314.25,0.0,70295.08
2019-03-31,2019,3,147790.66,44337.2,66393.54,16598.38,11065.59,20192.52,26208.03,51669.8
2019-04-30,2019,4,150559.3,45167.79,71524.11,17881.03,11920.68,17881.03,0.0,76520.24
2019-05-31,2019,5,150738.28,45221.49,65314.8,16328.7,10885.8,16328.7,0.0,87101.77
2019-06-30,2019,6,141325.98,42397.8,66083.38,16520.84,11013.9,16520.84,0.0,73584.81
2019-07-31,2019,7,145087.44,43526.23,65525.84,16381.46,10920.97,16381.46,0.0,79403.93
2019-08-31,2019,8,140565.08,42169.52,62135.59,15533.9,10355.93,18654.04,0.0,76055.14
2019-09-30,2019,9,140796.38,42238.91,60265.73,15066.43,10044.29,15066.43,0.0,82592.42
2019-10-31,2019,10,160104.09,48031.23,70282.34,17570.58,11713.72,17570.58,0.0,90998.09
2019-11-30,2019,11,172635.09,51790.53,80131.17,20032.79,13355.19,20032.79,0.0,90873.67
2019-12-31,2019,12,170927.71,51278.31,72691.37,18172.84,12115.23,18172.84,0.0,101053.74
2020-01-31,2020,1,113777.32,34133.2,51259.4,12814.85,8543.23,12814.85,0.0,62478.19
2020-02-29,2020,2,129312.48,38793.74,59028.01,14757.0,9838.0,14757.0,0.0,69726.21
2020-03-31,2020,3,167941.95,50382.58,75599.75,18899.94,12599.96,22730.01,0.0,88494.87
2020-04-30,2020,4,167297.66,50189.3,78253.21,19563.3,13042.2,19563.3,0.0,87064.94
2020-05-31,2020,5,145962.04,43788.61,66371.53,16592.88,11061.92,16592.88,46920.26,32211.17
2020-06-30,2020,6,167374.79,50212.44,73513.54,18378.38,12252.26,18378.38,0.0,95064.66
2020-07-31,2020,7,152994.01,45898.2,67288.64,16822.16,11214.77,18470.52,0.0,85096.11
2020-08-31,2020,8,158040.8,47412.24,72473.23,18118.31,12078.87,22218.93,0.0,80563.69
2020-09-30,2020,9,152926.6,45877.98,69607.62,17401.91,11601.27,17401.91,0.0,82791.87
2020-10-31,2020,10,146240.96,43872.29,61968.78,15492.2,10328.13,16634.38,0.0,85689.76
2020-11-30,2020,11,177650.83,53295.25,78650.7,19662.67,13108.45,19662.67,0.0,99861.58
2020-12-31,2020,12,185657.63,55697.29,84040.44,21010.11,14006.74,25366.58,0.0,96931.05
2021-01-31,2021,1,125289.26,37586.78,59585.4,14896.35,9930.9,14896.35,13509.38,50057.65
2021-02-28,2021,2,127547.95,38264.39,59701.11,14925.28,9950.18,14925.28,0.0,66310.49
2021-03-31,2021,3,169910.61,50973.18,76368.59,19092.15,12728.1,19092.15,0.0,93602.8
2021-04-30,2021,4,169442.78,50832.83,71349.1,17837.27,11891.52,17837.27,0.0,101360.45
2021-05-31,2021,5,172598.19,51779.46,78204.36,19551.09,13034.06,19551.09,0.0,94037.05
2021-06-30,2021,6,161819.72,48545.92,69579.77,17394.94,11596.63,17394.94,0.0,94399.36
2021-07-31,2021,7,165529.53,49658.86,77278.53,19319.63,12879.75,19319.63,0.0,86390.84
2021-08-31,2021,8,155543.9,46663.17,71968.25,17992.06,11994.71,17992.06,0.0,82259.99
2021-09-30,2021,9,171469.34,51440.8,72490.33,18122.58,12081.72,18122.58,0.0,102092.93
2021-10-31,2021,10,156392.38,46917.71,68556.5,17139.13,11426.08,17510.34,0.0,88678.04
2021-11-30,2021,11,191770.67,57531.2,89416.06,22354.01,14902.68,22354.01,0.0,100275.11
2021-12-31,2021,12,196844.79,59053.44,83438.13,20859.53,13906.36,20859.53,0.0,116834.68
2022-01-31,2022,1,125901.11,37770.33,53604.11,13401.03,8934.02,13401.03,0.0,74331.26
2022-02-28,2022,2,138502.29,41550.69,63492.56,15873.14,10582.09,15873.14,0.0,74232.05
2022-03-31,2022,3,170343.81,51103.14,72576.5,18144.12,12096.08,18144.12,0.0,100486.12
2022-04-30,2022,4,169821.39,50946.42,75088.7,18772.17,12514.78,19741.43,0.0,94650.72
2022-05-31,2022,5,175500.75,52650.22,77884.85,19471.21,12980.81,19471.21,0.0,98342.88
2022-06-30,2022,6,158219.54,47465.86,67430.24,16857.56,11238.37,16857.56,0.0,93301.66
2022-07-31,2022,7,168527.36,50558.21,75552.37,18888.09,12592.06,18888.09,37474.81,55690.13
2022-08-31,2022,8,167087.84,50126.35,74136.87,18534.22,12356.15,18534.22,0.0,93652.73
2022-09-30,2022,9,158627.43,47588.23,73981.06,18495.27,12330.18,18495.27,0.0,82913.88
2022-10-31,2022,10,170628.09,51188.43,77202.91,19300.73,12867.15,22187.87,0.0,90257.86
2022-11-30,2022,11,189224.2,56767.26,86888.94,21722.23,14481.49,21722.23,0.0,101176.56
2022-12-31,2022,12,189643.74,56893.12,90566.03,22641.51,15094.34,22641.51,0.0,95593.49
2023-01-31,2023,1,124370.52,37311.16,56059.64,14014.91,9343.27,15790.16,0.0,66473.69
2023-02-28,2023,2,136382.09,40914.63,61654.37,15413.59,10275.73,20135.63,0.0,69817.4
2023-03-31,2023,3,171407.68,51422.3,78377.59,19594.4,13062.93,19594.4,0.0,92200.67
2023-04-30,2023,4,168954.22,50686.26,76449.75,19112.44,12741.63,19112.44,0.0,92224.23
2023-05-31,2023,5,172280.63,51684.19,79589.56,19897.39,13264.93,19897.39,0.0,91315.55
2023-06-30,2023,6,171644.83,51493.45,74946.2,18736.55,12491.03,22073.14,0.0,94891.35
2023-07-31,2023,7,171878.28,51563.49,75804.33,18951.08,12634.05,18951.08,0.0,97101.22
2023-08-31,2023,8,175953.35,52786.0,75439.68,18859.92,12573.28,18859.92,0.0,103006.56
2023-09-30,2023,9,172368.8,51710.64,79527.57,19881.89,13254.6,19881.89,0.0,91533.49
2023-10-31,2023,10,176063.52,52819.06,77622.8,19405.7,12937.13,19405.7,47070.54,52440.7
2023-11-30,2023,11,192287.96,57686.39,84677.09,21169.27,14112.85,24595.3,0.0,105419.85
2023-12-31,2023,12,189554.97,56866.49,80617.56,20154.39,13436.26,20154.39,0.0,112058.86
2024-01-31,2024,1,133061.74,39918.52,58973.93,14743.48,9828.99,14743.48,0.0,74690.37
2024-02-29,2024,2,147954.21,44386.26,65950.18,16487.55,10991.7,16487.55,0.0,82423.51
2024-03-31,2024,3,178546.2,53563.86,81293.11,20323.28,13548.85,20323.28,0.0,96621.54
2024-04-30,2024,4,177298.05,53189.42,74802.77,18700.69,12467.13,23208.89,0.0,101307.99
2024-05-31,2024,5,172593.95,51778.19,72958.23,18239.56,12159.71,18239.56,0.0,102775.08
2024-06-30,2024,6,178373.07,53511.92,79478.83,19869.71,13246.47,19869.71,0.0,99420.28
2024-07-31,2024,7,183145.43,54943.63,84996.85,21249.21,14166.14,21249.21,0.0,96427.64
2024-08-31,2024,8,183621.92,55086.58,78772.56,19693.14,13128.76,19693.14,0.0,107420.9
2024-09-30,2024,9,171295.87,51388.76,80857.78,20214.44,13476.3,20214.44,0.0,87921.67
2024-10-31,2024,10,171205.58,51361.68,77778.11,19444.53,12963.02,19444.53,0.0,92937.08
2024-11-30,2024,11,202989.84,60896.95,88656.73,22164.18,14776.12,22164.18,0.0,116125.57
2024-12-31,2024,12,209906.73,62972.02,96341.47,24085.37,16056.91,24085.37,0.0,112309.63
